epoch,accuracy,loss,val_accuracy,val_loss
0,0.39120879769325256,1.468320608139038,0.6415770649909973,1.0417077541351318
1,0.5879120826721191,1.1171821355819702,0.7240143418312073,0.8387578129768372
2,0.6362637281417847,0.9652228951454163,0.759856641292572,0.6467257738113403
3,0.7054945230484009,0.8184194564819336,0.8136200904846191,0.5219652056694031
4,0.7483516335487366,0.690563976764679,0.8530465960502625,0.4092303514480591
5,0.8131868243217468,0.5711904764175415,0.8172042965888977,0.5036491751670837
6,0.8153846263885498,0.5400424003601074,0.8602150678634644,0.3527635335922241
7,0.8296703100204468,0.4979287385940552,0.8853046298027039,0.3399188816547394
8,0.8329670429229736,0.4638102054595947,0.8888888955116272,0.38586270809173584
9,0.8758241534233093,0.3705403506755829,0.8924731016159058,0.368426650762558
10,0.8769230842590332,0.3698433041572571,0.9283154010772705,0.23277410864830017
11,0.8934065699577332,0.3073105812072754,0.8888888955116272,0.3275993764400482
12,0.8791208863258362,0.32245081663131714,0.9318996667861938,0.19294771552085876
13,0.9186813235282898,0.25460585951805115,0.9247311949729919,0.23349614441394806
14,0.9197801947593689,0.22507993876934052,0.9354838728904724,0.1950996071100235
