epoch,accuracy,loss,val_accuracy,val_loss
0,0.35054945945739746,1.5633145570755005,0.5698924660682678,1.1576367616653442
1,0.5461538434028625,1.2287172079086304,0.6738350987434387,0.9315629601478577
2,0.6340659260749817,1.0021841526031494,0.7491039633750916,0.7081647515296936
3,0.6813187003135681,0.9192992448806763,0.8100358247756958,0.6012969017028809
4,0.7241758108139038,0.7752447724342346,0.8064516186714172,0.5488815307617188
5,0.7461538314819336,0.7012132406234741,0.8243727684020996,0.5029666423797607
6,0.7615384459495544,0.637714684009552,0.8458781242370605,0.4559517502784729
7,0.800000011920929,0.571381688117981,0.8602150678634644,0.3658389747142792
8,0.8186812996864319,0.5209710597991943,0.856630802154541,0.3741768002510071
9,0.8219780325889587,0.4915221631526947,0.8924731016159058,0.2951412498950958
10,0.8417582511901855,0.4323998987674713,0.9068100452423096,0.2412787228822708
11,0.8505494594573975,0.4266277551651001,0.8637992739677429,0.33520594239234924
12,0.8835164904594421,0.3323046565055847,0.8996415734291077,0.2506866753101349
13,0.8747252821922302,0.34036025404930115,0.9139785170555115,0.2358383983373642
14,0.8736263513565063,0.3506702184677124,0.9032257795333862,0.2636120617389679
