epoch,accuracy,loss,val_accuracy,val_loss
0,0.3483516573905945,2.8165879249572754,0.4982078969478607,1.2916150093078613
1,0.4890109896659851,1.3198606967926025,0.5913978219032288,1.140541911125183
2,0.5252747535705566,1.2686790227890015,0.6236559152603149,1.0093187093734741
3,0.5824176073074341,1.1473816633224487,0.6666666865348816,0.9601562023162842
4,0.5802198052406311,1.145172357559204,0.6917562484741211,0.8815232515335083
5,0.6153846383094788,0.9803275465965271,0.6881720423698425,0.8001365661621094
6,0.6483516693115234,0.9735879898071289,0.7347670197486877,0.7844112515449524
7,0.6824175715446472,0.8904252648353577,0.7491039633750916,0.6843315362930298
8,0.6813187003135681,0.8648029565811157,0.759856641292572,0.6639460921287537
9,0.70659339427948,0.7948133945465088,0.7777777910232544,0.5637853145599365
10,0.7307692170143127,0.7667083144187927,0.8136200904846191,0.5183271169662476
11,0.7417582273483276,0.7484778761863708,0.8207885026931763,0.5580809116363525
12,0.7615384459495544,0.7044764757156372,0.8136200904846191,0.5219711065292358
13,0.7780219912528992,0.6570558547973633,0.8064516186714172,0.5325592160224915
