epoch,accuracy,loss,val_accuracy,val_loss
0,0.3164835274219513,1.6259735822677612,0.4838709533214569,1.3562548160552979
1,0.47252747416496277,1.389212727546692,0.5125448107719421,1.1944218873977661
2,0.5384615659713745,1.2493200302124023,0.6236559152603149,1.0530309677124023
3,0.5659340620040894,1.179148554801941,0.616487443447113,0.9894676208496094
4,0.595604419708252,1.0991475582122803,0.7168458700180054,0.8822004199028015
5,0.6329670548439026,1.0256972312927246,0.7168458700180054,0.8366867303848267
6,0.6395604610443115,0.9541964530944824,0.7526881694793701,0.7400848269462585
7,0.6692307591438293,0.9244271516799927,0.7383512258529663,0.7133399844169617
8,0.6934065818786621,0.8488261699676514,0.7491039633750916,0.6785022616386414
9,0.6956043839454651,0.7926241755485535,0.7311828136444092,0.6831540465354919
10,0.7252747416496277,0.7656448483467102,0.781361997127533,0.6227254271507263
11,0.7615384459495544,0.7274394631385803,0.7956989407539368,0.5497519969940186
12,0.7505494356155396,0.7215869426727295,0.7992831468582153,0.5641639828681946
13,0.7725274562835693,0.6613126397132874,0.8172042965888977,0.5216268301010132
14,0.7769230604171753,0.6396741271018982,0.8207885026931763,0.5109698176383972
