epoch,accuracy,loss,val_accuracy,val_loss
0,0.26923078298568726,3.25683856010437,0.4193548262119293,1.4985241889953613
1,0.3758241832256317,1.5523383617401123,0.4910394251346588,1.3124825954437256
2,0.4472527503967285,1.4283831119537354,0.5017921328544617,1.2771400213241577
3,0.4703296720981598,1.3858360052108765,0.5053763389587402,1.192646861076355
4,0.4780219793319702,1.3247588872909546,0.5483871102333069,1.1584192514419556
5,0.49340659379959106,1.2705285549163818,0.602150559425354,1.0604147911071777
6,0.5428571701049805,1.2244060039520264,0.5985662937164307,1.0090365409851074
7,0.5472527742385864,1.1825100183486938,0.6487455368041992,0.9273334741592407
8,0.595604419708252,1.094720721244812,0.7025089859962463,0.8740020990371704
9,0.60329669713974,1.0664758682250977,0.6702508926391602,0.8682312965393066
10,0.6142857074737549,1.013860821723938,0.7132616639137268,0.8345191478729248
11,0.6164835095405579,1.0273507833480835,0.7204301357269287,0.7648682594299316
12,0.6417582631111145,0.981526255607605,0.5017921328544617,1.5865085124969482
13,0.6043956279754639,1.113595724105835,0.7060931921005249,0.7829400897026062
14,0.6362637281417847,0.9591885209083557,0.7204301357269287,0.7323644757270813
