epoch,accuracy,loss,val_accuracy,val_loss
0,0.3186813294887543,1.5979342460632324,0.4767025113105774,1.3058310747146606
1,0.46373626589775085,1.3624687194824219,0.602150559425354,1.1026818752288818
2,0.5252747535705566,1.2231292724609375,0.6272401213645935,0.9922940135002136
3,0.5560439825057983,1.1651175022125244,0.6774193644523621,0.9013025760650635
4,0.6142857074737549,1.0723434686660767,0.7240143418312073,0.8218384981155396
5,0.6329670548439026,1.0019198656082153,0.7526881694793701,0.7464619874954224
6,0.6615384817123413,0.9689834713935852,0.7491039633750916,0.7133471965789795
7,0.6769230961799622,0.9272546768188477,0.7562723755836487,0.6628129482269287
8,0.704395592212677,0.8702093958854675,0.7670251131057739,0.6475629806518555
9,0.6890109777450562,0.8607528805732727,0.7634408473968506,0.6145298480987549
10,0.7274725437164307,0.7871044278144836,0.7921146750450134,0.5682721138000488
11,0.7131868004798889,0.7982061505317688,0.7921146750450134,0.541379988193512
12,0.7296703457832336,0.7519552111625671,0.7992831468582153,0.5378934144973755
13,0.7439560294151306,0.7114766240119934,0.7992831468582153,0.5510149002075195
14,0.7571428418159485,0.713886559009552,0.8207885026931763,0.5125443935394287
