epoch,accuracy,loss,val_accuracy,val_loss
0,0.3241758346557617,1.5506535768508911,0.5304659605026245,1.2636958360671997
1,0.502197802066803,1.337926983833313,0.6200717091560364,1.1107807159423828
2,0.5395604372024536,1.2029911279678345,0.6630824208259583,0.9535569548606873
3,0.5901098847389221,1.1042245626449585,0.698924720287323,0.8775781989097595
4,0.6263736486434937,1.0193568468093872,0.7204301357269287,0.7897073030471802
5,0.6593406796455383,0.9360870122909546,0.7670251131057739,0.7009294629096985
6,0.69010990858078,0.8920722603797913,0.7670251131057739,0.6511396169662476
7,0.6890109777450562,0.8528542518615723,0.759856641292572,0.6422158479690552
8,0.7109889984130859,0.7992533445358276,0.7562723755836487,0.6589279174804688
9,0.7483516335487366,0.7615047097206116,0.7956989407539368,0.547626256942749
10,0.7450549602508545,0.7147344946861267,0.7992831468582153,0.5631561875343323
11,0.7549450397491455,0.6906530857086182,0.8279569745063782,0.49236196279525757
12,0.7615384459495544,0.6413425207138062,0.8136200904846191,0.5142696499824524
13,0.7725274562835693,0.6565036773681641,0.8243727684020996,0.48436635732650757
14,0.7857142686843872,0.6343746781349182,0.8351254463195801,0.457179456949234
