epoch,accuracy,loss,val_accuracy,val_loss
0,0.30219781398773193,1.6586275100708008,0.4767025113105774,1.4032108783721924
1,0.4285714328289032,1.4439282417297363,0.5627239942550659,1.2182332277297974
2,0.5010989308357239,1.3287385702133179,0.5949820876121521,1.1195393800735474
3,0.5351648330688477,1.2441422939300537,0.6129032373428345,1.0529470443725586
4,0.5736263990402222,1.152588963508606,0.6451612710952759,0.9888468384742737
5,0.5901098847389221,1.1063722372055054,0.684587836265564,0.8956024050712585
6,0.6208791136741638,1.0478209257125854,0.7096773982048035,0.8278266191482544
7,0.6241758465766907,1.03622305393219,0.7060931921005249,0.8203783631324768
8,0.6505494713783264,0.9787223935127258,0.7240143418312073,0.7484883069992065
9,0.6659340858459473,0.9229030013084412,0.7383512258529663,0.7361270785331726
10,0.6835165023803711,0.9002061486244202,0.774193525314331,0.6760844588279724
11,0.704395592212677,0.850723385810852,0.7706093192100525,0.6426494717597961
12,0.7010989189147949,0.8677203059196472,0.7562723755836487,0.6521530747413635
13,0.7230769395828247,0.8273926377296448,0.774193525314331,0.6032922267913818
14,0.7263736128807068,0.7803859710693359,0.7921146750450134,0.5768553018569946
